run_id,avg_waiting_time,avg_turnaround_time,throughput,cpu_utilization
1,13.5,23.666666666666668,0.09836065573770492,100.0
2,1.6666666666666667,5.333333333333333,0.2727272727272727,100.0
3,7.333333333333333,15.5,0.12244897959183673,100.0
4,9.666666666666666,17.166666666666668,0.13333333333333333,100.0
5,9.0,17.333333333333332,0.12,100.0
